track_name,track_artist,track_popularity,track_album_name,release_year,song_genre,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration,tempo_type,speechiness_type,key_values
2:45,Auxxk,41,Silent EP,2017,rap,0.64,0.64,8,-7.88,1,0.07,0.146,0.18,108.94,125,Moderato,No Lyrics,"G♯,A♭"
who is he,Auxxk,43,Silent EP,2017,rap,0.47,0.84,1,-5.98,1,0.22,0.102,0.24,71.65,184,Adagio,No Lyrics,"C♯,D♭"
Sleeping,Auxxk,19,Simplicity,2016,rap,0.47,0.62,10,-9.96,0,0.11,0.16,0.04,110.34,126,Moderato,No Lyrics,"A♯,B♭"
Pound for Pound,Auxxk,18,Simplicity,2016,rap,0.81,0.71,10,-6.82,0,0.08,0.587,0.25,109.99,175,Moderato,No Lyrics,"A♯,B♭"
Overload,Auxxk,20,Overload,2017,rap,0.57,0.86,8,-4.99,1,0.04,0.0906,0.18,150.02,166,Allegro,No Lyrics,"G♯,A♭"
Kill Yourself (Part III),$uicideBoy$,77,My Liver Will Handle What My Heart Can't,2015,rap,0.75,0.68,5,-7.09,0,0.03,0.423,0.19,105.98,145,Andante,No Lyrics,F
Antarctica,$uicideBoy$,0,Dark Side Of The Clouds,2016,rap,0.73,0.63,2,-6.84,1,0.08,0.0916,0.32,105.97,127,Andante,No Lyrics,D
Memoirs Of A Gorilla,$uicideBoy$,64,Radical $uicide,2016,rap,0.85,0.98,1,-1.18,1,0.06,0.548,0.26,110,122,Moderato,No Lyrics,"C♯,D♭"
Runnin' Thru The 7th With My Woadies,$uicideBoy$,72,$outh $ide $uicide,2015,rap,0.53,0.62,8,-7.24,0,0.28,0.139,0.19,112.03,206,Moderato,No Lyrics,"G♯,A♭"
FUCKTHEPOPULATION,$uicideBoy$,63,My Liver Will Handle What My Heart Can't,2015,rap,0.82,0.58,0,-7.59,0,0.16,0.105,0.28,96.19,150,Andante,No Lyrics,C
2 Hot 4 U (feat. $Uicdeboy$),Fat Nick,60,When the Lean Runs Out,2016,rap,0.77,0.62,8,-7.03,0,0.06,0.117,0.09,134.97,199,Allegro,No Lyrics,"G♯,A♭"
O Pana!,$uicideBoy$,68,Eternal Grey,2016,rap,0.8,0.5,0,-6.54,1,0.12,0.198,0.18,114.97,128,Moderato,No Lyrics,C
Champion Of Death,$uicideBoy$,65,Radical $uicide,2016,rap,0.82,0.91,0,-2.15,1,0.05,0.42,0.34,119.99,116,Moderato,No Lyrics,C
Seppuku (feat. Suicideboy$ & Jgrxxn),Ghostemane,61,For the Aspiring Occultist,2015,rap,0.81,0.74,10,-5.44,0,0.09,0.12,0.19,120.1,184,Allegro,No Lyrics,"A♯,B♭"
You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening),$uicideBoy$,63,KILL YOURSELF Part XI: The Kingdom Come Saga,2017,rap,0.68,0.77,6,-3.21,0,0.14,0.184,0.28,75.01,134,Adagio,No Lyrics,"F♯,G♭"
Slip On A Banana Clip,$uicideBoy$,61,DIRTIERNASTIER$UICIDE,2017,rap,0.76,0.79,0,-4.57,1,0.22,0.311,0.46,140.06,137,Allegro,No Lyrics,C
A Death In The Ocean Would Be Beautiful,$uicideBoy$,59,My Liver Will Handle What My Heart Can't,2015,rap,0.81,0.52,5,-6.7,1,0.04,0.105,0.16,122.02,118,Allegro,No Lyrics,F
Shattered Amethyst,$uicideBoy$,53,My Liver Will Handle What My Heart Can't,2015,rap,0.81,0.7,0,-6.64,1,0.07,0.323,0.18,105.97,127,Andante,No Lyrics,C
Goosebumps,$uicideBoy$,49,Radical $uicide,2016,rap,0.89,0.74,1,-4.3,1,0.22,0.244,0.44,130.01,112,Allegro,No Lyrics,"C♯,D♭"
1000 Rounds,Pouya,70,1000 Rounds,2017,rap,0.82,0.76,8,-5.39,1,0.1,0.334,0.16,149.97,163,Allegro,No Lyrics,"G♯,A♭"
Venom,Ghostemane,68,Blackmage,2016,rap,0.91,0.57,5,-6.86,1,0.18,0.657,0.39,144.95,134,Allegro,No Lyrics,F
Bury Me,Getter,54,Bury Me,2017,rap,0.74,0.93,1,-2.15,0,0.08,0.1,0.12,129.99,282,Allegro,No Lyrics,"C♯,D♭"
2000 Rounds,Pouya,57,2000 Rounds,2017,rap,0.58,0.69,11,-5.96,1,0.64,0.0989,0.07,144.7,122,Allegro,Mix of Lyrics & Beats,B
Sea Sick,Fat Nick,50,Sea Sick,2017,rap,0.83,0.77,0,-4.37,1,0.32,0.109,0.55,149.87,166,Allegro,No Lyrics,C
Grain,Getter,51,Dahlia I,2018,rap,0.68,0.71,2,-5.13,1,0.13,0.097,0.23,159.94,150,Vivace,No Lyrics,D
"Beware, the Sirens",Getter,50,Dahlia I,2018,rap,0.72,0.9,10,-4.07,0,0.06,0.126,0.04,142.02,142,Allegro,No Lyrics,"A♯,B♭"
Kali Yuga,Ghostemane,53,Kali Yuga,2017,rap,0.78,0.81,8,-5.15,1,0.04,0.185,0.45,139.96,141,Allegro,No Lyrics,"G♯,A♭"
Hexada,Ghostemane,55,Hexada,2017,rap,0.58,0.81,7,-4.57,1,0.37,0.365,0.31,107.61,136,Andante,Mix of Lyrics & Beats,G
Caligula,Ghostemane,55,For the Aspiring Occultist,2015,rap,0.86,0.52,11,-4.7,1,0.07,0.0993,0.14,114.95,149,Moderato,No Lyrics,B
Niagara (feat. Lil Peep),Ghostemane,55,Rituals,2016,rap,0.42,0.51,8,-10.01,1,0.13,0.244,0.07,130.84,142,Allegro,No Lyrics,"G♯,A♭"
Scrying Through Shattered Glass,Ghostemane,50,Blackmage,2016,rap,0.49,0.7,1,-10.57,1,0.75,0.223,0.07,155.01,197,Allegro,Only Lyrics,"C♯,D♭"
Polaris,Ghostemane,53,Hexada,2017,rap,0.65,0.77,11,-5.33,0,0.13,0.103,0.03,109.97,220,Moderato,No Lyrics,B
Rapture,Ghostemane,50,Plagues,2016,rap,0.81,0.76,0,-6.51,1,0.38,0.204,0.82,159.94,132,Vivace,Mix of Lyrics & Beats,C
Blackmage,Ghostemane,49,Blackmage,2016,rap,0.37,0.86,7,-5.49,1,0.4,0.18,0.08,79.38,236,Andante,Mix of Lyrics & Beats,G
Tartarus,Ghostemane,43,Tartarus,2017,rap,0.89,0.91,1,-4.03,1,0.36,0.266,0.48,125.03,138,Allegro,Mix of Lyrics & Beats,"C♯,D♭"
Until the Light Takes Us,Ghostemane,49,Plagues,2016,rap,0.82,0.62,11,-7.8,1,0.51,0.251,0.26,144.98,185,Allegro,Mix of Lyrics & Beats,B
As Above so Look out Below,Ghostemane,49,Blackmage,2016,rap,0.71,0.84,4,-6.38,0,0.35,0.106,0.04,150,149,Allegro,Mix of Lyrics & Beats,E
Swan,Ghostemane,38,Rituals,2016,rap,0.45,0.64,4,-4.78,0,0.04,0.107,0.06,109.85,207,Moderato,No Lyrics,E
Sneak Diss (feat. So6ix),Ghostemane,31,Oogabooga,2015,rap,0.92,0.94,9,-5.83,1,0.16,0.136,0.84,139.8,187,Allegro,No Lyrics,A
Plague Doctor Mask,Ghostemane,39,For the Aspiring Occultist,2015,rap,0.83,0.8,11,-4.04,0,0.22,0.139,0.18,110.01,167,Moderato,No Lyrics,B
Some of Us May Never See the World,Ghostemane,33,Rituals,2016,rap,0.57,0.71,1,-4.91,0,0.35,0.144,0.07,157.23,145,Vivace,Mix of Lyrics & Beats,"C♯,D♭"
Filth,Killstation,55,Filth,2016,rap,0.48,0.82,6,-3.94,1,0.04,0.115,0.43,84.15,111,Andante,No Lyrics,"F♯,G♭"
Homecoming,Killstation,63,Homecoming,2016,rap,0.4,0.7,10,-5.96,0,0.24,0.0722,0.07,90,273,Andante,No Lyrics,"A♯,B♭"
Soldi in Nero - feat. Sfera Ebbasta,Shiva,77,Soldi in Nero (feat. Sfera Ebbasta),2019,rap,0.75,0.66,6,-4.83,0,0.28,0.17,0.35,157.92,184,Vivace,No Lyrics,"F♯,G♭"
fuck 3x,tha Supreme,79,23 6451,2019,rap,0.66,0.81,5,-5.47,0,0.08,0.107,0.69,180.08,161,Vivace,No Lyrics,F
Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,74,Re Mida (Aurum),2019,rap,0.8,0.63,5,-8.77,0,0.14,0.0874,0.39,97.51,164,Andante,No Lyrics,F
SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,78,Persona,2019,rap,0.66,0.66,9,-5.89,1,0.06,0.125,0.51,140.96,223,Allegro,No Lyrics,A
Bossoli,Shiva,74,Bossoli,2019,rap,0.82,0.66,5,-8.47,0,0.26,0.138,0.8,145.04,179,Allegro,No Lyrics,F
C'est La Vie,TY1,70,C'est La Vie,2019,rap,0.74,0.8,11,-5.81,0,0.12,0.0978,0.24,106.01,188,Andante,No Lyrics,B
ANSIA NO,FSK SATELLITE,76,FSK TRAPSHIT REVENGE,2019,rap,0.82,0.68,1,-6.66,1,0.56,0.218,0.71,160.13,148,Vivace,Mix of Lyrics & Beats,"C♯,D♭"
blun7 a swishland,tha Supreme,78,blun7 a swishland,2019,rap,0.69,0.79,7,-5.98,1,0.24,0.255,0.57,129.88,168,Allegro,No Lyrics,G
GANG (feat. Geolier),Samurai Jay,72,GANG,2019,rap,0.8,0.46,11,-10.78,1,0.24,0.212,0.58,95.01,162,Andante,No Lyrics,B
Holly & Benji (feat. Capo Plaza & Shiva),AVA,74,Holly & Benji (feat. Capo Plaza & Shiva),2019,rap,0.42,0.79,11,-6.21,0,0.27,0.107,0.5,78.44,220,Andante,No Lyrics,B
Twerk (con Boro Boro),MamboLosco,73,Arte,2019,rap,0.91,0.52,9,-7.48,1,0.3,0.0859,0.36,96,152,Andante,No Lyrics,A
Non sto più in zona,Shiva,69,Non sto più in zona,2019,rap,0.86,0.71,8,-6.6,0,0.18,0.14,0.5,105.03,156,Andante,No Lyrics,"G♯,A♭"
Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,76,Pookie (feat. Capo Plaza) [Remix],2019,rap,0.84,0.62,1,-6.91,1,0.13,0.0988,0.51,98.08,188,Andante,No Lyrics,"C♯,D♭"
SCACCIACANI - prod. Crookers & Nic Sarno,Ketama126,68,SCACCIACANI (prod. Crookers & Nic Sarno),2019,rap,0.65,0.65,0,-4.36,0,0.04,0.128,0.46,133.97,220,Allegro,No Lyrics,C
Ho Fatto Strada,Capo Plaza,70,Ho Fatto Strada,2019,rap,0.68,0.64,10,-7.86,0,0.08,0.119,0.5,160.03,172,Vivace,No Lyrics,"A♯,B♭"
Cometa (feat. Dosseh),Izi,67,Cometa (feat. Dosseh),2019,rap,0.64,0.69,3,-6.3,0,0.05,0.236,0.52,129.05,183,Allegro,No Lyrics,"D♯,E♭"
Glock (feat. DrefGold & Giaime),Dark Polo Gang,67,Glock,2019,rap,0.91,0.62,8,-8.32,0,0.15,0.105,0.17,101,183,Andante,No Lyrics,"G♯,A♭"
LOVE BANDANA,Ketama126,70,KETY,2019,rap,0.62,0.76,8,-6.69,0,0.2,0.119,0.57,155.01,213,Allegro,No Lyrics,"G♯,A♭"
MI AMI O NO (feat. Capo Plaza),Giaime,70,MI AMI O NO (feat. Capo Plaza),2019,rap,0.72,0.78,8,-5.42,1,0.24,0.144,0.41,91.16,145,Andante,No Lyrics,"G♯,A♭"
occh1 purpl3 - feat. Marracash,tha Supreme,74,23 6451,2019,rap,0.66,0.81,2,-4.84,1,0.16,0.16,0.55,133.92,188,Allegro,No Lyrics,D
Mwaka Moon - Remix,Kalash,62,Mwaka Moon (Remix),2018,rap,0.77,0.56,1,-7.15,0,0.07,0.107,0.24,155.07,237,Allegro,No Lyrics,"C♯,D♭"
Bandito,Enzo Dong,66,Dio perdona io no,2019,rap,0.79,0.76,8,-5.25,1,0.06,0.128,0.45,132.1,195,Allegro,No Lyrics,"G♯,A♭"
Mc Drive (feat. Shiva),MamboLosco,64,Arte,2019,rap,0.81,0.6,2,-8.07,1,0.04,0.295,0.8,136,188,Allegro,No Lyrics,D
Tutto apposto (feat. Capo Plaza),Philip,63,Tutto apposto (feat. Capo Plaza),2019,rap,0.7,0.62,4,-8.51,1,0.16,0.174,0.55,140,175,Allegro,No Lyrics,E
FIORI,Giaime,70,FIORI,2019,rap,0.85,0.57,4,-8.74,0,0.2,0.115,0.16,99.99,168,Andante,No Lyrics,E
"pers0na2 - feat. Gemitaiz, Madman",tha Supreme,70,23 6451,2019,rap,0.68,0.79,7,-5.15,0,0.07,0.115,0.68,122.99,252,Allegro,No Lyrics,G
Rip RMX (feat. Shiva),Side Baby,65,Arturo,2019,rap,0.72,0.53,0,-8.86,0,0.29,0.122,0.35,171.94,160,Vivace,No Lyrics,C
CAPI DELLA TRAP (feat. Guè Pequeno),FSK SATELLITE,68,FSK TRAPSHIT REVENGE,2019,rap,0.8,0.6,8,-8.07,1,0.51,0.214,0.62,75.99,164,Adagio,Mix of Lyrics & Beats,"G♯,A♭"
Toradol,Gemitaiz,64,QVC8 – Singles,2018,rap,0.7,0.62,2,-5.27,1,0.05,0.498,0.47,158.89,136,Vivace,No Lyrics,D
Porto Cervo,Lazza,61,Porto Cervo,2018,rap,0.86,0.67,10,-4.58,0,0.1,0.0885,0.76,100.01,235,Andante,No Lyrics,"A♯,B♭"
48H (feat. Sfera Ebbasta),Izi,68,Aletheia,2019,rap,0.76,0.5,5,-9.08,0,0.07,0.105,0.6,149.92,198,Allegro,No Lyrics,F
Tuta Black,Paky,69,Tuta Black,2019,rap,0.84,0.61,2,-8.14,1,0.14,0.097,0.35,129.93,196,Allegro,No Lyrics,D
no14 - feat. Dani Faiv,tha Supreme,72,23 6451,2019,rap,0.62,0.69,10,-7.77,0,0.1,0.155,0.64,90.06,176,Andante,No Lyrics,"A♯,B♭"
MAI (feat. Lele Blade & Fred De Palma),Giaime,63,MAI (feat. Lele Blade & Fred De Palma),2019,rap,0.76,0.8,11,-4.7,0,0.05,0.169,0.2,100,170,Andante,No Lyrics,B
NO SPIE,FSK SATELLITE,68,FSK TRAPSHIT,2019,rap,0.89,0.51,8,-11.21,0,0.27,0.0747,0.44,100.02,142,Andante,No Lyrics,"G♯,A♭"
Fuori E Dentro (feat. tha Supreme),Gemitaiz,71,Scatola Nera,2019,rap,0.92,0.58,2,-7.2,1,0.12,0.118,0.54,123.95,170,Allegro,No Lyrics,D
Guarda Come Flexo 2,MamboLosco,22,Guarda Come Flexo 2,2018,rap,0.84,0.53,1,-8.72,1,0.07,0.0617,0.46,140.05,179,Allegro,No Lyrics,"C♯,D♭"
Follia Del Mattino,Vegas Jones,64,La Bella Musica,2019,rap,0.55,0.69,1,-7.67,0,0.1,0.176,0.31,159.93,170,Vivace,No Lyrics,"C♯,D♭"
Stamm Fort (feat. Sfera Ebbasta),Luche,1,Stamm Fort,2019,rap,0.78,0.52,0,-5.09,1,0.12,0.0967,0.64,160.09,171,Vivace,No Lyrics,C
Esagono (feat. Salmo),Gemitaiz,67,Scatola Nera,2019,rap,0.83,0.74,8,-6.4,0,0.21,0.0257,0.72,137.96,186,Allegro,No Lyrics,"G♯,A♭"
Bassotto,Dark Polo Gang,63,Bassotto,2019,rap,0.86,0.55,11,-5.93,0,0.35,0.0482,0.55,149.97,118,Allegro,Mix of Lyrics & Beats,B
Mitsubishi,Orochi,69,Mitsubishi,2019,rap,0.75,0.57,11,-7.02,0,0.21,0.101,0.7,110.02,182,Moderato,No Lyrics,B
Love And Choppa,NGC Daddy,67,Love And Choppa,2019,rap,0.9,0.51,8,-9.65,1,0.39,0.072,0.8,130.08,141,Allegro,Mix of Lyrics & Beats,"G♯,A♭"
Na Onda,Orochi,67,Na Onda,2019,rap,0.44,0.45,0,-9.27,1,0.13,0.0895,0.21,86.49,199,Andante,No Lyrics,C
Primeiro Milhão,Hungria Hip Hop,68,Primeiro Milhão,2019,rap,0.82,0.52,5,-9.36,1,0.19,0.153,0.44,130.04,213,Allegro,No Lyrics,F
Kenny G,Matuê,79,Kenny G,2019,rap,0.42,0.77,9,-3.31,1,0.19,0.113,0.15,72.57,190,Adagio,No Lyrics,A
Kallidade,Kalli,69,Kallidade,2019,rap,0.78,0.48,1,-8.96,1,0.13,0.185,0.3,100.04,158,Andante,No Lyrics,"C♯,D♭"
Não Me Sinto Mal Mais,Sidoka,73,Não Me Sinto Mal Mais,2019,rap,0.81,0.66,9,-7.87,1,0.17,0.108,0.33,126.03,265,Allegro,No Lyrics,A
Com a Mala,Costa Gold,61,Com a Mala,2019,rap,0.88,0.78,8,-3.93,1,0.32,0.265,0.85,136.84,213,Allegro,No Lyrics,"G♯,A♭"
Porsche,Jovem Dex,65,Porsche,2019,rap,0.84,0.44,10,-9.86,0,0.07,0.0837,0.56,123.96,159,Allegro,No Lyrics,"A♯,B♭"
Acende o Isqueiro,Orochi,71,Acende o Isqueiro,2019,rap,0.48,0.56,8,-9.95,0,0.38,0.096,0.81,112.99,208,Moderato,Mix of Lyrics & Beats,"G♯,A♭"
Bailão,Meno Tody,65,Bailão,2019,rap,0.78,0.57,8,-8.38,1,0.09,0.102,0.77,147.05,211,Allegro,No Lyrics,"G♯,A♭"
Surtada,Neo Beats,68,Surtada,2019,rap,0.76,0.47,5,-9.18,0,0.45,0.252,0.76,77.04,163,Andante,Mix of Lyrics & Beats,F
Hortelã,JayA Luuck,60,Hortelã,2019,rap,0.76,0.6,9,-9.69,1,0.03,0.316,0.68,140.05,137,Allegro,No Lyrics,A
Marginais Trap #1,Marginal Supply,63,Marginais Trap #1,2019,rap,0.91,0.61,1,-7.04,1,0.31,0.234,0.32,129.95,244,Allegro,No Lyrics,"C♯,D♭"
Bad Bad Bad,Kalli,57,Bad Bad Bad,2019,rap,0.91,0.45,1,-11.41,0,0.07,0.118,0.82,120.98,152,Allegro,No Lyrics,"C♯,D♭"
Jordan,Kawe,60,Jordan,2019,rap,0.75,0.63,2,-6.67,1,0.21,0.196,0.27,129.95,190,Allegro,No Lyrics,D
Mantém,WIU,71,Mantém,2019,rap,0.75,0.76,10,-5.35,0,0.08,0.113,0.53,129.98,196,Allegro,No Lyrics,"A♯,B♭"
Multiplica,Meno Tody,59,Multiplica,2019,rap,0.77,0.55,10,-6.54,0,0.08,0.118,0.2,83.04,191,Andante,No Lyrics,"A♯,B♭"
Dababy,Dfideliz,57,Dababy,2019,rap,0.9,0.8,8,-4.2,1,0.26,0.0933,0.82,149.98,106,Allegro,No Lyrics,"G♯,A♭"
Flutuo,Leozin,61,Flutuo,2019,rap,0.73,0.55,1,-5.8,0,0.15,0.134,0.3,75.99,205,Adagio,No Lyrics,"C♯,D♭"
Brisadão Na Dela,Xang,58,Brisadão Na Dela,2019,rap,0.84,0.52,0,-5.61,1,0.05,0.118,0.26,115.06,144,Moderato,No Lyrics,C
Malvadão 2,Xamã,63,Malvadão 2,2019,rap,0.88,0.6,11,-9.78,1,0.07,0.112,0.91,130.02,149,Allegro,No Lyrics,B
Sessão do Descarrego,Filipe Ret,67,Sessão do Descarrego,2019,rap,0.78,0.68,0,-7.15,0,0.24,0.111,0.14,121.05,235,Allegro,No Lyrics,C
Baby Hair,Recayd Mob,60,Baby Hair,2019,rap,0.82,0.85,5,-4.81,0,0.08,0.128,0.75,132.95,222,Allegro,No Lyrics,F
Jovem Tralha,Felp 22,59,Jovem Tralha,2019,rap,0.74,0.7,10,-4.22,0,0.04,0.124,0.42,135.92,202,Allegro,No Lyrics,"A♯,B♭"
Um Pedido,Hungria Hip Hop,72,Um Pedido,2019,rap,0.81,0.57,1,-7.71,1,0.14,0.0987,0.22,140,204,Allegro,No Lyrics,"C♯,D♭"
Olha Pro Oclin,Sidoka,67,Doka Language,2019,rap,0.9,0.48,5,-11.17,0,0.12,0.198,0.77,130.02,221,Allegro,No Lyrics,F
Fácil,Krawk,55,Fácil,2019,rap,0.88,0.42,7,-8.24,0,0.18,0.163,0.29,135.02,124,Allegro,No Lyrics,G
Tipo uma Glock,Jovem Dex,61,Tipo uma Glock,2019,rap,0.88,0.56,1,-8.9,0,0.28,0.161,0.46,140.02,125,Allegro,No Lyrics,"C♯,D♭"
Balão,Orochi,45,Balão,2019,rap,0.53,0.57,0,-6.19,0,0.16,0.181,0.21,116.65,253,Moderato,No Lyrics,C
Novo Drip,Recayd Mob,55,Novo Drip,2019,rap,0.94,0.25,8,-11.64,1,0.26,0.101,0.08,130.03,294,Allegro,No Lyrics,"G♯,A♭"
30 Bandido!,Costa Gold,62,30 Bandido!,2019,rap,0.9,0.78,1,-5.45,1,0.16,0.0513,0.79,135.03,165,Allegro,No Lyrics,"C♯,D♭"
Petalaz,Sidoka,61,Petalaz,2019,rap,0.84,0.62,6,-7.42,0,0.23,0.116,0.5,133.96,194,Allegro,No Lyrics,"F♯,G♭"
Cabelinho Disfarçado,Bonde R300,51,Cabelinho Disfarçado,2019,rap,0.9,0.6,8,-3.25,0,0.26,0.108,0.39,132.09,167,Allegro,No Lyrics,"G♯,A♭"
7,Sidoka,60,Elevate,2018,rap,0.68,0.88,6,-4.47,0,0.21,0.128,0.49,127.27,221,Allegro,No Lyrics,"F♯,G♭"
Jogo Virou,Cacife Clandestino,58,Trilogia Contravenção,2019,rap,0.66,0.65,1,-7.5,1,0.1,0.0721,0.54,134.89,143,Allegro,No Lyrics,"C♯,D♭"
Banco,Matuê,70,Banco,2019,rap,0.66,0.72,1,-6.59,1,0.15,0.0916,0.28,165.88,255,Vivace,No Lyrics,"C♯,D♭"
Sucesso Na Vida,Choice,50,Sucesso Na Vida,2019,rap,0.72,0.57,10,-7.54,0,0.13,0.0902,0.51,131.95,218,Allegro,No Lyrics,"A♯,B♭"
Plaqtudum,Recayd Mob,67,Plaqtudum,2018,rap,0.89,0.74,1,-6.37,1,0.07,0.118,0.07,122.02,175,Allegro,No Lyrics,"C♯,D♭"
Nicole Bahls,MC Igu,59,Nicole Bahls,2018,rap,0.85,0.72,1,-6.85,1,0.32,0.283,0.71,130.05,236,Allegro,No Lyrics,"C♯,D♭"
Sommelier,Sidoka,62,Sommelier,2019,rap,0.78,0.74,10,-5.75,0,0.17,0.103,0.68,134.92,174,Allegro,No Lyrics,"A♯,B♭"
Luxúria,Xamã,70,Pecado Capital,2018,rap,0.74,0.56,7,-8.29,1,0.32,0.0985,0.68,140.07,185,Allegro,No Lyrics,G
Rock N' Roll,Dfideliz,56,Rock N' Roll,2018,rap,0.87,0.42,1,-11.24,1,0.06,0.112,0.38,132.03,173,Allegro,No Lyrics,"C♯,D♭"
Chega de Falar de Ice,Leozin,21,Chega de Falar de Ice,2019,rap,0.61,0.46,11,-8.51,1,0.21,0.104,0.26,129.82,177,Allegro,No Lyrics,B
10K,Raffa Moreira,57,10K,2018,rap,0.82,0.43,9,-8.31,0,0.18,0.0915,0.57,148.01,143,Allegro,No Lyrics,A
Kylie Jenner,Derek,54,Kylie Jenner,2019,rap,0.87,0.67,8,-5.1,1,0.33,0.356,0.39,140.02,122,Allegro,Mix of Lyrics & Beats,"G♯,A♭"
Espanha,Sidoka,60,Doka Language,2019,rap,0.92,0.64,7,-6.43,0,0.16,0.109,0.53,114.93,168,Moderato,No Lyrics,G
Anos Luz,Matuê,5,Anos Luz,2017,rap,0.63,0.5,6,-10.24,0,0.1,0.115,0.3,109.82,264,Moderato,No Lyrics,"F♯,G♭"
Scotch,Sidoka,60,Elevate,2018,rap,0.63,0.67,1,-6.55,1,0.31,0.102,0.18,129.95,222,Allegro,No Lyrics,"C♯,D♭"
Pinky Ring - Remix,Miky Woodz,66,Pinky Ring (Remix),2019,rap,0.91,0.56,2,-6.22,1,0.17,0.343,0.65,138.98,284,Allegro,No Lyrics,D
Gan-Ga - Remix,Bryant Myers,79,Gan-Ga (Remix),2019,rap,0.86,0.57,6,-6.54,0,0.42,0.0853,0.4,90.05,193,Andante,Mix of Lyrics & Beats,"F♯,G♭"
¿Quien Tu Eres?,Bad Bunny,71,X 100PRE,2018,rap,0.73,0.58,2,-6.8,0,0.14,0.125,0.32,137.05,159,Allegro,No Lyrics,D
Si Me Gano Un Grammy,Jon Z,73,Si Me Gano Un Grammy,2019,rap,0.81,0.63,4,-5.79,0,0.26,0.11,0.46,99.74,146,Andante,No Lyrics,E
Patek,Ozuna,75,Nibiru,2019,rap,0.84,0.55,0,-6.12,1,0.18,0.0923,0.73,139.95,250,Allegro,No Lyrics,C
Subiendo De Nivel,Jhay Cortez,58,Famouz,2019,rap,0.66,0.56,2,-6.82,1,0.05,0.0975,0.3,163.06,242,Vivace,No Lyrics,D
Canam,Farruko,64,Canam,2019,rap,0.74,0.74,11,-6.3,0,0.23,0.38,0.67,151.93,223,Allegro,No Lyrics,B
Cereza,Fuego,69,Cereza,2019,rap,0.77,0.6,7,-5.93,1,0.11,0.127,0.14,146.03,164,Allegro,No Lyrics,G
Subimos de Rango,Omy de Oro,64,Subimos de Rango,2019,rap,0.81,0.65,6,-6.7,0,0.29,0.106,0.73,129.8,266,Allegro,No Lyrics,"F♯,G♭"
FEKA,De La Ghetto,61,FEKA,2019,rap,0.9,0.61,11,-5.55,1,0.23,0.363,0.16,139.98,252,Allegro,No Lyrics,B
Suave - Remix,Jey Blessing,70,Suave (Remix),2019,rap,0.67,0.69,10,-4.01,1,0.17,0.118,0.78,175.91,203,Vivace,No Lyrics,"A♯,B♭"
Champagne Rose,Amenazzy,61,Champagne Rose,2019,rap,0.65,0.73,9,-4.13,1,0.07,0.0751,0.45,140,282,Allegro,No Lyrics,A
5 Stars (feat. Polima Westcoast),C. Tangana,68,5 Stars (feat. Polima Westcoast),2019,rap,0.8,0.72,7,-5.59,0,0.05,0.106,0.6,123.99,245,Allegro,No Lyrics,G
No Me Ronke (with Miky Woodz & Jon Z),Jay Menez,55,No Me Ronke (with Miky Woodz & Jon Z),2019,rap,0.85,0.76,10,-1.97,0,0.05,0.163,0.35,119.96,206,Moderato,No Lyrics,"A♯,B♭"
Disimulas,Alex Rose,57,LOST,2019,rap,0.78,0.72,6,-6.17,0,0.09,0.0881,0.49,120,263,Allegro,No Lyrics,"F♯,G♭"
Memoria Rota,Arcangel,69,Memoria Rota,2019,rap,0.64,0.66,0,-6.3,1,0.06,0.469,0.58,139.96,205,Allegro,No Lyrics,C
El Final,J Alvarez,46,"La Fama Que Camina, Vol. 2",2019,rap,0.87,0.72,6,-4.1,0,0.18,0.236,0.54,128.04,220,Allegro,No Lyrics,"F♯,G♭"
Días Lluviosos (with Lenny Tavarez),Juhn,69,Días Lluviosos (with Lenny Tavarez),2019,rap,0.81,0.57,2,-7.39,1,0.1,0.166,0.54,139.97,282,Allegro,No Lyrics,D
No Le Baje (Como en los Viejos Tiempos),Miky Woodz,59,No Le Baje (Como en los Viejos Tiempos),2019,rap,0.77,0.69,0,-5.33,0,0.16,0.116,0.23,137.96,226,Allegro,No Lyrics,C
Velitas,Darell,80,Velitas,2019,rap,0.82,0.6,2,-7.01,1,0.32,0.138,0.62,165.95,226,Vivace,No Lyrics,D
Demasiado Tarde,Micro Tdh,74,Demasiado Tarde,2019,rap,0.82,0.56,6,-7.14,1,0.09,0.3,0.56,129.99,272,Allegro,No Lyrics,"F♯,G♭"
Lalu,Omy de Oro,53,Lalu,2019,rap,0.8,0.55,0,-8.8,1,0.11,0.218,0.24,145.06,205,Allegro,No Lyrics,C
"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",Khea,71,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",2019,rap,0.8,0.53,8,-6.24,0,0.1,0.391,0.38,129.96,270,Allegro,No Lyrics,"G♯,A♭"
YO LE LLEGO,J Balvin,74,OASIS,2019,rap,0.78,0.79,9,-4.7,0,0.06,0.104,0.53,155.04,250,Allegro,No Lyrics,A
